t,cpu_time,RBQpos_x,RBQpos_y,RBQpos_z,RBQvel_x,RBQvel_y,RBQvel_z,RBQroll,RBQpitch,RBQyaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,F_rh_x,F_rh_y,F_rh_z,F_lh_x,F_lh_y,F_lh_z,F_rf_x,F_rf_y,F_rf_z,F_lf_x,F_lf_y,F_lf_z,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,out_quat_w,out_quat_x,out_quat_y,out_quat_z,out_roll_deg,out_pitch_deg,out_yaw_deg,out_p_trunk_x,out_p_trunk_y,out_p_trunk_z,out_v_trunk_sf_x,out_v_trunk_sf_y,out_v_trunk_sf_z
0.078062,0.000231,0.02785,-0.000519697,0.427765,0,0,0,0.0050398,0.212492,3.64427e-08,-0,-0.00111111,-3.68462e-06,-2.03447,0.0631088,9.61704,16.467,-5.92008,-95.831,16.0656,4.49611,-92.4889,19.3966,-8.44039,-98.2711,19.2491,6.89038,-96.233,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781652,-1.80904,0.00610646,0.720145,-1.81016,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994358,0.00250569,0.106046,-0.000267208,0.00288651,0.188659,-0.000551971,0.00949155,-0.000205804,0.577598,0.000726312,0.000383568,-0.341196
0.080067,0.000223,0.02785,-0.000519697,0.427765,0,0,0,0.0050398,0.212492,3.64427e-08,-0.00111109,-2.129e-08,6.42006e-06,-2.0295,0.0631253,9.61207,16.467,-5.92008,-95.831,16.0656,4.49611,-92.4889,19.3966,-8.44039,-98.2711,19.2491,6.89038,-96.233,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720145,-1.81016,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994358,0.00250569,0.106046,-0.000267208,0.00285374,0.193269,-0.000551665,0.00949142,-0.000204856,0.57701,0.000839765,0.000462343,-0.339702
0.082075,0.000231,0.02785,-0.000519697,0.427765,0,0,0,0.0050398,0.212492,3.64427e-08,-0.00111109,-2.129e-08,6.42006e-06,-2.00447,0.0431095,9.6168,16.467,-5.92008,-95.831,16.0656,4.49611,-92.4889,19.3966,-8.44039,-98.2711,19.2491,6.89038,-96.233,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994358,0.00250569,0.106046,-0.000267208,0.00277657,0.197816,-0.000553884,0.0094912,-0.000203825,0.576426,0.000949564,0.000454493,-0.338226
0.084069,0.000328,0.0277736,-0.000518567,0.427757,-0.000419178,-1.69707e-06,2.04482e-05,0.00503771,0.212353,3.98646e-05,-0,-0.00111111,-3.68462e-06,-2.02455,0.0381583,9.60207,16.6844,-5.78397,-95.1527,16.5144,4.50051,-92.5105,19.6184,-8.28731,-98.3968,19.5309,7.02773,-96.7211,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994365,0.00250255,0.105977,-0.000247121,0.00281499,0.202284,-0.000558015,0.0094836,-0.000204319,0.575848,0.00094259,0.000376473,-0.336786
0.086068,0.00032,0.0277727,-0.000518538,0.427757,-0.000398309,-1.14402e-05,2.53607e-05,0.00503771,0.212353,3.98646e-05,-0,-0.00111111,-3.68462e-06,-2.02455,0.0381583,9.60207,16.7917,-5.86083,-94.8146,16.5703,4.60655,-93.0295,20.0284,-8.55158,-98.6367,19.3185,6.99664,-96.6105,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994365,0.00250255,0.105977,-0.000247121,0.00285366,0.206748,-0.000562066,0.00948248,-0.000204261,0.575276,0.000987209,0.000346068,-0.335328
0.088062,0.000253,0.0277725,-0.000518522,0.427758,-0.0001938,-2.1905e-05,5.951e-05,0.00503771,0.212353,3.98646e-05,0,0,0,-2.03964,0.0382071,9.58734,16.6201,-5.82551,-94.6386,16.5703,4.60655,-93.0295,19.8234,-8.51426,-98.5139,19.5309,7.02773,-96.7211,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994365,0.00250255,0.105977,-0.000247121,0.00289182,0.211377,-0.000565705,0.00948242,-0.000204208,0.57471,0.00106237,0.000316684,-0.333874
0.090067,0.000207,0.0277724,-0.000518518,0.427758,-0.000112752,-3.21658e-05,4.46527e-05,0.00503771,0.212353,3.98646e-05,0,0,0,-2.0495,0.038125,9.6121,16.6201,-5.68061,-94.6377,16.4021,4.8578,-92.8499,19.8234,-8.32463,-98.5196,19.6905,6.95192,-96.4514,0.00654888,0.471551,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994365,0.00250255,0.105977,-0.000247121,0.00292961,0.216012,-0.000569313,0.00948238,-0.000204152,0.574144,0.00107701,0.000287941,-0.332385
0.092067,0.000238,0.0277637,-0.00051442,0.427755,-6.34091e-05,0.000114,3.6375e-05,0.00500601,0.212298,4.19231e-05,-1.28402e-05,7.36911e-06,-0.00222217,-2.05452,0.0431413,9.6072,16.7944,-5.71589,-94.8133,16.3462,4.4637,-92.3303,19.8234,-8.32463,-98.5196,19.7961,7.16573,-97.212,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248669,0.10595,-0.000244349,0.00297642,0.220659,-0.000826785,0.0094798,-0.000202578,0.573584,0.00107953,0.000331118,-0.330902
0.094067,0.000258,0.027767,-0.000514629,0.427757,-1.1614e-05,0.000118969,2.99409e-05,0.00503153,0.21235,1.24036e-05,-1.28402e-05,7.36911e-06,-0.00222217,-2.04458,0.0481742,9.59728,16.6228,-5.68057,-94.6374,16.5144,4.64455,-92.5107,19.8525,-8.44025,-98.8999,19.478,7.11252,-96.3396,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781622,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994366,0.00250094,0.105975,-0.000260442,0.00303561,0.225284,-0.00108338,0.00948219,-0.000202937,0.573029,0.00109781,0.000326781,-0.329443
0.09607,0.000232,0.0277669,-0.00051522,0.427758,3.23082e-05,0.000122521,2.52554e-05,0.00503153,0.21235,1.24036e-05,-1.28402e-05,7.36911e-06,-0.00222217,-2.04458,0.0481742,9.59728,16.7944,-5.86078,-94.8143,16.3462,4.4637,-92.3303,20.0312,-8.36181,-98.6419,19.2656,6.88974,-96.2302,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994366,0.00250094,0.105975,-0.000260442,0.0030951,0.229906,-0.00134029,0.00948216,-0.00020269,0.572478,0.00111603,0.000322606,-0.327982
0.098064,0.00024,0.0277597,-0.000513573,0.427755,0.000102024,-3.13008e-05,2.07398e-05,0.00500601,0.212298,4.19231e-05,0,0,0,-2.02947,0.043109,9.61694,16.4511,-5.79014,-94.4623,16.5144,4.50051,-92.5105,19.7971,-8.39851,-98.1331,19.5309,6.83605,-96.7223,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248669,0.10595,-0.000244349,0.00314683,0.23448,-0.00134276,0.00947961,-0.000202056,0.571932,0.00116903,0.000248558,-0.326489
0.100068,0.000231,0.0277566,-0.000511926,0.427755,0.000157337,-4.55931e-05,1.80675e-05,0.00500601,0.212298,4.19231e-05,0,0,0,-2.03447,0.0381089,9.61695,16.6228,-5.68057,-94.6374,16.6827,4.96942,-92.6915,19.8262,-8.51413,-98.5135,19.478,6.72915,-96.342,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248669,0.10595,-0.000244349,0.00318724,0.239061,-0.00134594,0.00947952,-0.000202005,0.571388,0.00121227,0.000222564,-0.324993
0.102065,0.000234,0.027754,-0.000508615,0.427754,0.000201316,6.48935e-05,1.61483e-05,0.00499986,0.212295,1.41061e-05,-0.00111109,-2.129e-08,6.42006e-06,-2.03458,0.0581743,9.59726,16.6871,-5.78393,-95.1523,16.6827,4.53733,-92.6907,19.8262,-8.70376,-98.5078,19.6376,6.84502,-96.0711,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00314665,0.24365,-0.0013452,0.00947928,-0.00020034,0.570851,0.00124621,0.000296458,-0.323535
0.104068,0.000236,0.0277522,-0.000507437,0.427755,0.000267226,0.000185634,1.48627e-05,0.00499986,0.212295,1.41061e-05,-0.00111751,3.66326e-06,-0.00110467,-2.0245,0.0531254,9.612,16.6228,-5.68057,-94.6374,16.5703,4.75058,-93.0298,20.0312,-8.36181,-98.6419,19.4252,6.62224,-95.9617,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00309395,0.248206,-0.00147263,0.00947916,-0.000199242,0.570316,0.00130538,0.000342996,-0.322051
0.106074,0.000234,0.027751,-0.000506504,0.427755,0.000329355,0.00022543,1.32932e-05,0.00499986,0.212295,1.41061e-05,-0.00111751,3.66326e-06,-0.00110467,-2.0245,0.0531254,9.612,16.9661,-5.75121,-94.9893,16.5703,4.60655,-93.0295,20.0312,-8.36181,-98.6419,19.6905,6.95192,-96.4514,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00304148,0.252758,-0.0016002,0.00947905,-0.000198142,0.569785,0.00136332,0.000360347,-0.320566
0.10808,0.000327,0.0277501,-0.000506014,0.427755,0.000378463,0.000126183,1.16972e-05,0.00499986,0.212295,1.41061e-05,-6.4201e-06,3.68455e-06,-0.00111109,-2.03438,0.0230598,9.63172,16.6228,-5.82546,-94.6383,16.3462,4.60773,-92.3305,20.0312,-8.36181,-98.6419,19.3185,6.99664,-96.6105,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00304823,0.257317,-0.00173328,0.00947896,-0.000197913,0.569257,0.00140926,0.000258815,-0.319039
0.110073,0.000398,0.0277496,-0.000505678,0.427755,0.000416125,4.83575e-05,1.05011e-05,0.00499986,0.212295,1.41061e-05,-6.4201e-06,3.68455e-06,-0.00111109,-2.03452,0.00814185,9.60697,16.6228,-5.68057,-94.6374,16.5144,4.64455,-92.5107,20.0312,-8.55145,-98.6362,19.5309,7.02773,-96.7211,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.0030213,0.261884,-0.00186781,0.00947887,-0.000197633,0.568738,0.00144348,0.000177079,-0.317559
0.112064,0.000297,0.0277495,-0.000505507,0.427755,0.000542235,-7.99081e-05,6.2522e-05,0.00499986,0.212295,1.41061e-05,0,0.00111111,3.68462e-06,-2.02964,0.0182074,9.58721,16.4511,-5.64525,-94.4614,16.5144,4.50051,-92.5105,19.8262,-8.32449,-98.5191,19.3185,6.80496,-96.6117,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.0030192,0.266572,-0.0018732,0.00947976,-0.000197513,0.568223,0.0015423,8.67919e-05,-0.316103
0.114073,0.000238,0.0277492,-0.000505437,0.427755,0.000533352,-0.000111156,-2.23573e-07,0.00499986,0.212295,1.41061e-05,0,0,0,-2.02455,0.0281583,9.60204,16.6228,-5.82546,-94.6383,16.5144,4.64455,-92.5107,20.0312,-8.55145,-98.6362,19.7433,7.05883,-96.8317,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00304069,0.271113,-0.00187716,0.00947966,-0.000197431,0.567707,0.00154077,4.60093e-05,-0.314652
0.116067,0.000264,0.0277491,-0.000505416,0.427755,0.000582682,-0.000141428,-2.02479e-07,0.00499986,0.212295,1.41061e-05,0,0,0,-2.02455,0.0281583,9.60204,16.6871,-5.78393,-95.1523,16.5144,4.64455,-92.5107,20.0312,-8.55145,-98.6362,19.5309,6.83605,-96.7223,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00306265,0.27565,-0.00188099,0.00947953,-0.000197352,0.567199,0.00158964,6.27415e-06,-0.313183
0.118068,0.000278,0.027749,-0.000505424,0.427755,0.000613427,-0.000170734,-1.83652e-07,0.00499986,0.212295,1.41061e-05,0,0,0,-2.03941,0.0280761,9.62683,16.6871,-5.92882,-95.1533,16.5703,4.60655,-93.0295,19.8554,-8.44011,-98.8995,19.5837,7.13464,-97.1014,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00308411,0.280205,-0.00188479,0.00947946,-0.000197273,0.566693,0.00161978,-3.30531e-05,-0.311659
0.12007,0.000262,0.027749,-0.000505469,0.427755,0.00061366,-0.000179525,-1.6682e-07,0.00499986,0.212295,1.41061e-05,0,0,0,-2.04958,0.0381742,9.59728,16.7944,-5.71589,-94.8133,16.5703,4.60655,-93.0295,19.8554,-8.44011,-98.8995,19.5309,6.83605,-96.7223,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00312809,0.284794,-0.00188686,0.00947944,-0.000197235,0.566191,0.00161793,-5.14499e-05,-0.310188
0.122065,0.000268,0.027749,-0.00050552,0.427755,0.000633027,-0.000168985,-1.51742e-07,0.00499986,0.212295,1.41061e-05,0,0,0,-2.03472,0.0482563,9.57252,16.7944,-5.71589,-94.8133,16.5144,4.64455,-92.5107,20.0312,-8.55145,-98.6362,19.7433,7.05883,-96.8317,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00319638,0.289358,-0.00188702,0.00947938,-0.000197239,0.565695,0.00163443,-4.94736e-05,-0.308769
0.124068,0.000275,0.0277488,-0.000505272,0.427755,0.000572409,-0.000120766,-5.42701e-05,0.00499986,0.212295,1.41061e-05,-0.00111109,-0.00111113,2.73545e-06,-2.03958,0.0331744,9.5972,16.7944,-5.86078,-94.8143,16.5144,4.64455,-92.5107,20.0312,-8.36181,-98.6419,19.5309,7.02773,-96.7211,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00310316,0.29379,-0.0018894,0.00947834,-0.000196188,0.565201,0.00158818,-1.84213e-05,-0.307315
0.12607,0.00027,0.0277486,-0.000505047,0.427755,0.000573348,-0.000118963,-4.66519e-05,0.00499986,0.212295,1.41061e-05,-0.00111109,-0.00111113,2.73545e-06,-2.03958,0.0331744,9.5972,16.7944,-5.86078,-94.8143,16.4585,4.39448,-91.9914,20.0312,-8.36181,-98.6419,19.5309,7.02773,-96.7211,0.00654888,0.471522,-1.2451,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994368,0.00248511,0.105948,-0.00025785,0.00301054,0.298218,-0.00189167,0.00947729,-0.000195139,0.56471,0.001594,-3.4162e-05,-0.305843
0.128069,0.000276,0.0277403,-0.000500732,0.427752,0.000541989,-6.20955e-05,-3.95155e-05,0.00496817,0.21224,1.57471e-05,-0.00222219,-0.00111115,9.15551e-06,-2.05952,0.0281413,9.60718,16.8615,-6.10899,-95.3299,16.5144,4.50051,-92.5105,20.0312,-8.55145,-98.6362,19.6905,6.95192,-96.4514,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00277874,0.302682,-0.0018941,0.00947373,-0.000191763,0.564223,0.00156493,-4.3653e-07,-0.304342
0.130068,0.000251,0.0277365,-0.000498604,0.427752,0.000620726,-0.000107614,2.10661e-05,0.00496817,0.21224,1.57471e-05,-0.00111109,-2.129e-08,6.42006e-06,-2.04452,0.0331415,9.60711,16.7971,-5.71584,-94.813,16.5144,4.50051,-92.5105,20.2363,-8.2095,-98.7703,19.6905,6.95192,-96.4514,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00268712,0.307236,-0.0018957,0.00947368,-0.000190715,0.563741,0.00162888,-6.23087e-05,-0.302831
0.13207,0.000265,0.0277337,-0.000497238,0.427752,0.00065456,-0.000201384,1.90279e-05,0.00496817,0.21224,1.57471e-05,0,0,0,-2.03458,0.0181746,9.59712,16.5611,-5.72206,-94.123,16.4585,4.39448,-91.9914,20.0604,-8.2878,-99.0279,19.2128,6.78284,-95.8499,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00268994,0.311769,-0.0019005,0.00947361,-0.000190603,0.563262,0.00165575,-0.000164408,-0.301362
0.134116,0.000291,0.0277318,-0.000496303,0.427752,0.00068174,-0.000219873,1.73695e-05,0.00496817,0.21224,1.57471e-05,0,0,0,-2.03467,0.0332236,9.58235,16.6255,-5.68053,-94.637,16.5144,4.50051,-92.5105,20.2363,-8.39913,-98.7646,19.2656,6.69805,-96.2314,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00272728,0.316307,-0.00190246,0.00947362,-0.000190558,0.562773,0.00167729,-0.000189447,-0.299918
0.136115,0.000294,0.0277303,-0.00049564,0.427752,0.000708582,-0.000237832,1.58603e-05,0.00496817,0.21224,1.57471e-05,0,0,0,-2.03467,0.0332236,9.58235,16.7971,-5.86074,-94.814,16.5144,4.50051,-92.5105,20.2363,-8.39913,-98.7646,19.2656,6.88974,-96.2302,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.0027651,0.320841,-0.00190431,0.00947355,-0.000190507,0.562303,0.00169719,-0.000213284,-0.298472
0.138071,0.00036,0.0277294,-0.000495185,0.427752,0.000702978,-0.000235992,1.44857e-05,0.00496817,0.21224,1.57471e-05,0,0,0,-2.04972,0.0432561,9.57259,16.7971,-5.86074,-94.814,16.5703,4.60655,-93.0295,20.2363,-8.39913,-98.7646,19.7433,7.05883,-96.8317,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00282501,0.325411,-0.00190437,0.00947349,-0.000190488,0.561849,0.00168358,-0.000216736,-0.297037
0.140073,0.000353,0.0277286,-0.000494831,0.427752,0.000698282,-0.00026323,1.3233e-05,0.00496817,0.21224,1.57471e-05,0,0,0,-2.04972,0.0282561,9.57254,16.9688,-5.89606,-94.9899,16.5144,4.64455,-92.5107,20.0312,-8.36181,-98.6419,19.5309,7.02773,-96.7211,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.0028514,0.329976,-0.00190708,0.00947349,-0.000190419,0.561384,0.00167098,-0.000249687,-0.295604
0.142074,0.000324,0.0277283,-0.000494614,0.427752,0.000790382,-0.000261832,6.67896e-05,0.00496817,0.21224,1.57471e-05,0,0.00111111,3.68462e-06,-2.04458,0.0431742,9.59726,16.9688,-5.89606,-94.9899,16.6827,4.53733,-92.6907,20.0312,-8.55145,-98.6362,19.4252,6.62224,-95.9617,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00291261,0.334642,-0.00190642,0.00947445,-0.00019041,0.560923,0.00174205,-0.000253212,-0.294106
0.144071,0.000357,0.0277279,-0.00049446,0.427752,0.000752269,-0.000250154,3.67081e-06,0.00496817,0.21224,1.57471e-05,0,0,0,-2.0445,0.0481251,9.6121,16.7328,-5.61249,-94.298,16.5703,4.60655,-93.0295,20.2363,-8.39913,-98.7646,19.478,6.72915,-96.342,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00298555,0.339172,-0.00190519,0.0094744,-0.000190419,0.560468,0.00170393,-0.000246667,-0.292615
0.146064,0.00033,0.0277277,-0.000494339,0.427752,0.000773377,-0.000239718,3.35501e-06,0.00496817,0.21224,1.57471e-05,0,0,0,-2.0445,0.0481251,9.6121,16.6255,-5.97031,-94.6389,16.4585,4.39448,-91.9914,20.2363,-8.39913,-98.7646,19.2656,6.88974,-96.2302,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00305894,0.343697,-0.00190389,0.00947433,-0.000190426,0.560016,0.00171752,-0.000240523,-0.291108
0.148067,0.000264,0.0277275,-0.000494226,0.427752,0.000804483,-0.000259107,3.06662e-06,0.00496817,0.21224,1.57471e-05,0,0,0,-2.04435,0.0330432,9.63675,16.7971,-5.86074,-94.814,16.2903,4.5017,-91.8115,20.0312,-8.55145,-98.6362,19.6905,6.76024,-96.4526,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00309898,0.348206,-0.00190531,0.00947427,-0.000190376,0.559566,0.00174165,-0.000264317,-0.289553
0.15007,0.000258,0.0277274,-0.000494188,0.427752,0.000792468,-0.000229273,2.80326e-06,0.00496817,0.21224,1.57471e-05,0,0,0,-2.05955,0.0581575,9.60234,16.7971,-5.86074,-94.814,16.5144,4.50051,-92.5105,20.0312,-8.36181,-98.6419,19.478,6.92083,-96.3408,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00319477,0.352764,-0.00190207,0.00947429,-0.000190426,0.559119,0.00172213,-0.000238076,-0.28806
0.152072,0.000327,0.0277274,-0.000494143,0.427752,0.000758789,-0.000180557,2.56266e-06,0.00496817,0.21224,1.57471e-05,0,0,0,-2.05987,0.0683376,9.54803,16.6898,-5.92877,-95.153,16.5144,4.50051,-92.5105,19.8262,-8.32449,-98.5191,19.4252,7.00562,-95.9594,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00331393,0.357345,-0.00189691,0.00947435,-0.000190516,0.558675,0.00168019,-0.000191969,-0.28667
0.15408,0.000382,0.0277273,-0.000494041,0.427752,0.000725528,-0.000182215,2.34287e-06,0.00496817,0.21224,1.57471e-05,0,0,0,-2.06475,0.0432722,9.56774,16.8615,-5.96409,-95.3289,16.5144,4.50051,-92.5105,20.4704,-8.55207,-99.2678,19.6905,6.95192,-96.4514,0.00654888,0.471493,-1.24509,-0.00191744,0.48403,-1.23531,-0.0297946,0.781593,-1.80904,0.00610646,0.720115,-1.81015,0,-0,0,0,0,0,-0,-0,0,-0,0,0,0.994371,0.00246928,0.10592,-0.000255287,0.00337648,0.361922,-0.00189656,0.00947443,-0.000190506,0.558234,0.00163799,-0.000196186,-0.28524
